This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
18611	19795	sprig	n	15160	0.01	0	0.07
18621	20227	graph	v	15149	0.01	0	0.1
18631	19886	two-bedroom	j	15135	0.01	0	0.08
18641	22655	hosting	n	15122	0.01	0	0
18651	19862	proofread	v	15109	0.01	0	0.06
18661	20284	imp	n	15099	0.01	0	0.51
18671	20923	Tasmanian	j	15082	0.01	0	1
18681	19828	slimy	j	15069	0.01	0	0.06
18691	19545	airstrike	n	15061	0.01	0	0.01
18701	19853	impossibly	r	15044	0.01	0	0.03
18711	19785	inexplicable	j	15027	0.01	0	0.02
18721	20231	holographic	j	14999	0.01	0	0.09
18731	19721	cirque	n	14979	0.01	0	0.93
18741	19658	table	v	14968	0.01	0	0.02
18751	21088	metformin	n	14949	0.01	0	0.14
18761	19740	bloodshed	n	14937	0.01	0	0.03
18771	19987	starfish	n	14923	0.01	0	0.35
18781	19892	stiffen	v	14912	0.01	0	0.02
18791	19943	sellout	n	14898	0.01	0	0.03
18801	17945	hereof	r	14879	0.04	0	0.01
18811	19927	run-up	n	14854	0.01	0	0.01
18821	19716	skid	v	14838	0.01	0	0.13
18831	19609	trucking	j	14822	0.01	0	0.09
18841	20043	enshrine	v	14797	0.01	0	0.02
18851	19751	frill	n	14778	0.01	0	0.12
18861	19989	wayside	n	14756	0.01	0	0.13
18871	20026	filipino	n	14742	0.01	0	0.93
18881	19838	bequest	n	14722	0.01	0	0.15
18891	19955	submissive	j	14708	0.01	0	0.04
18901	19942	capped	j	14694	0.01	0	0.14
18911	20093	exfoliating	j	14675	0.01	0	0.19
18921	20220	squish	v	14649	0.01	0	0.03
18931	20145	moor	v	14632	0.01	0	0.05
18941	20180	bushy	j	14612	0.01	0	0.12
18951	20117	annexation	n	14597	0.01	0	0.08
18961	20101	morbid	j	14585	0.01	0	0.12
18971	23708	govt	n	14570	0.03	0	0.1
18981	20277	downstairs	n	14549	0.01	0	0.03
18991	20185	suited	j	14532	0.01	0	0.04
19001	19706	dub	n	14523	0.01	0	0.08
19011	20208	proliferate	v	14508	0.01	0	0
19021	20239	hated	j	14491	0.01	0	0.07
19031	20705	pax	n	14479	0.01	0	0.64
19041	20270	testicular	j	14469	0.01	0	0.14
19051	20187	singer-songwriter	n	14460	0.01	0	0.02
19061	20274	nick	v	14444	0.06	0	0.11
19071	20163	uncomplicated	j	14415	0.01	0	0.05
19081	20110	nonalcoholic	j	14408	0.01	0	0.09
19091	20154	developmentally	r	14390	0.01	0	0.06
19101	20199	barbaric	j	14371	0.01	0	0.05
19111	20071	custom-made	j	14356	0.01	0	0.05
19121	20258	relieved	j	14346	0.01	0	0.06
19131	20278	coffer	n	14324	0.01	0	0.04
19141	20330	ephemeral	j	14313	0.01	0	0.07
19151	20562	retouch	v	14299	0.01	0	0.13
19161	20271	bruised	j	14280	0.01	0	0.05
19171	19900	nigh	r	14261	0.06	0	0.06
19181	20455	physicality	n	14246	0.01	0	0
19191	20297	post-mortem	n	14229	0.01	0	0.09
19201	18917	non-transferable	j	14213	0.07	0	0.04
19211	20594	beaker	n	14193	0.01	0	0.1
19221	20373	dissipation	n	14176	0.01	0	0.05
19231	20389	figuratively	r	14169	0.01	0	0.04
19241	20427	insurgency	n	14155	0.01	0	0.1
19251	20410	taut	j	14129	0.01	0	0.03
19261	20148	habitation	n	14120	0.01	0	0.04
19271	20126	emigration	n	14100	0.01	0	0.15
19281	20540	rocking	j	14081	0.07	0	0.07
19291	20469	draining	n	14067	0.01	0	0.05
19301	20407	subculture	n	14039	0.01	0	0.02
19311	20243	toil	v	14020	0.01	0	0.02
19321	20577	organizing	j	14007	0.01	0	0.1
19331	20521	prototype	v	13994	0.05	0	0.02
19341	20467	vindicate	v	13981	0.01	0	0.01
19351	20370	grapevine	n	13950	0.01	0	0.5
19361	20700	backdoor	n	13937	0.01	0	0.05
19371	20737	echelon	n	13912	0.01	0	0.11
19381	20756	nigga	n	13899	0.01	0	0.05
19391	20596	decaying	j	13886	0.01	0	0.04
19401	20012	edict	n	13872	0.01	0	0.19
19411	20569	parametric	j	13848	0.01	0	0.23
19421	20312	chug	v	13830	0.01	0	0.03
19431	20378	preamble	n	13820	0.01	0	0.31
19441	20486	rouse	v	13794	0.01	0	0.03
19451	20245	scion	n	13780	0.01	0	0.62
19461	20551	naturalization	n	13763	0.01	0	0.36
19471	20672	pheasant	n	13738	0.01	0	0.29
19481	20466	curt	j	13725	0.01	0	0.8
19491	20755	treatable	j	13703	0.01	0	0.01
19501	20707	unscathed	j	13688	0.01	0	0.01
19511	20651	exuberant	j	13673	0.01	0	0.04
19521	21064	headshot	n	13664	0.01	0	0.03
19531	20801	pinky	n	13634	0.05	0	0.02
19541	20223	vacation	v	13617	0.01	0	0.03
19551	20736	waxy	j	13593	0.01	0	0.08
19561	20768	yardage	n	13588	0.01	0	0.07
19571	21289	distro	n	13567	0.02	0	0.01
19581	20899	ghoul	n	13544	0.01	0	0.29
19591	21057	ophthalmologist	n	13520	0.01	0	0.07
19601	20848	well-documented	j	13502	0.01	0	0.01
19611	19980	bachelorette	n	13484	0.01	0	0.36
19621	20790	monster	j	13476	0.01	0	0.5
19631	20564	beaded	j	13462	0.01	0	0.18
19641	20917	fleshy	j	13432	0.01	0	0.03
19651	22580	switcher	n	13420	0.01	0	0.04
19661	20856	plurality	n	13407	0.01	0	0.04
19671	20827	encroach	v	13383	0.01	0	0
19681	20723	derelict	j	13361	0.05	0	0.08
19691	20781	abbreviated	j	13332	0.01	0	0.1
19701	20904	glimpse	v	13314	0.01	0	0.05
19711	20929	well-made	j	13304	0.01	0	0.03
19721	21230	blip	n	13293	0.01	0	0.01
19731	21028	bicyclist	n	13279	0.01	0	0.13
19741	21128	chimp	n	13264	0.01	0	0.17
19751	21773	gimbal	n	13245	0	0	0.03
19761	20993	seven-year	j	13227	0.01	0	0.02
19771	21072	hexagonal	j	13216	0.01	0	0.09
19781	21098	sunbathe	v	13206	0.01	0	0.06
19791	20834	non-slip	j	13192	0.01	0	0.11
19801	21065	consumerism	n	13172	0.01	0	0.11
19811	20900	dainty	j	13164	0.01	0	0.11
19821	20881	beanie	n	13145	0.01	0	0.13
19831	21069	sultry	j	13131	0.01	0	0.05
19841	21125	goon	n	13121	0.01	0	0.23
19851	21068	botanical	n	13111	0.01	0	0.21
19861	21133	terra-cotta	n	13096	0.01	0	0.29
19871	21170	creatinine	n	13087	0.01	0	0.11
19881	21017	psychotherapist	n	13069	0.01	0	0.14
19891	21724	purified	j	13049	0.01	0	0.09
19901	20957	entangle	v	13035	0.01	0	0.02
19911	21107	artful	j	13022	0.01	0	0.2
19921	21093	round-trip	j	13005	0.01	0	0.1
19931	21216	improvised	j	12997	0.01	0	0.09
19941	21112	raven	j	12985	0.01	0	0.8
19951	21200	rusted	j	12966	0.01	0	0.08
19961	21645	nutrient	j	12955	0.01	0	0.06
19971	20981	contrive	v	12937	0.01	0	0
19981	21248	asymmetry	n	12920	0.01	0	0.06
19991	21215	shaver	n	12905	0	0	0.12
20001	21022	jaw-dropping	j	12889	0.01	0	0.03
20011	21634	mesothelioma	n	12866	0	0	0.07
20021	21891	meniscus	n	12851	0.01	0	0.02
20031	21267	untested	j	12836	0.01	0	0.05
20041	21205	drive-in	n	12821	0.04	0	0.44
20051	21434	maneuverability	n	12809	0.01	0	0
20061	21313	jam-packed	j	12793	0.01	0	0.04
20071	21314	inconceivable	j	12783	0.01	0	0.04
20081	21315	posse	n	12768	0.01	0	0.46
20091	22212	fasting	n	12746	0.01	0	0
20101	21537	mountaineer	n	12734	0.04	0	0.5
20111	21688	backhand	j	12724	0	0	0.02
20121	21099	mutilation	n	12708	0.01	0	0.1
20131	21393	three-year-old	j	12692	0.01	0	0.06
20141	20955	annualized	j	12683	0.01	0	0.08
20151	21441	sob	n	12668	0.01	0	0.36
20161	21264	fine-tune	n	12656	0.01	0	0.05
20171	21477	knot	v	12638	0.01	0	0.09
20181	21597	wingspan	n	12617	0.01	0	0.01
20191	21361	fray	v	12602	0.01	0	0.08
20201	21456	neoliberal	j	12593	0.01	0	0.05
20211	21572	crimp	v	12580	0.01	0	0.08
20221	21355	conformance	n	12567	0.01	0	0.17
20231	20977	ventilated	j	12556	0.01	0	0.08
20241	21071	drapery	n	12541	0.01	0	0.12
20251	21510	botanist	n	12524	0.01	0	0.17
20261	22100	sebum	n	12512	0.01	0	0
20271	21467	headmaster	n	12503	0.01	0	0.48
20281	21579	partitioning	n	12487	0.01	0	0.12
20291	21615	smiley	n	12462	0.06	0	0.1
20301	21551	sauerkraut	n	12444	0.01	0	0.16
20311	21701	dystopian	j	12433	0.01	0	0.07
20321	21444	immediacy	n	12429	0.01	0	0.03
20331	22449	favoured	j	12409	0.01	0	0.04
20341	21613	ever-present	j	12395	0.01	0	0.01
20351	22584	voiceover	v	12377	0.04	0	0.07
20361	21378	toil	n	12359	0.01	0	0.06
20371	21649	lessor	n	12345	0.01	0	0.2
20381	21575	penance	n	12332	0.01	0	0.02
20391	21677	signalling	n	12312	0.03	0	0.06
20401	21622	untitled	j	12299	0.01	0	0.56
20411	21814	crossbar	n	12290	0.01	0	0.01
20421	22590	checksum	n	12273	0.02	0	0.01
20431	21686	commissioned	j	12264	0.01	0	0.15
20441	21744	ramble	v	12258	0.01	0	0.08
20451	21741	cistern	n	12245	0.01	0	0.12
20461	21669	embroil	v	12226	0.01	0	0.01
20471	21774	eloquently	r	12217	0.01	0	0.01
20481	21540	overthrow	n	12207	0.01	0	0.03
20491	23143	referenced	j	12196	0.01	0	0
20501	21786	didactic	j	12183	0.01	0	0.11
20511	22000	keyhole	n	12171	0.01	0	0.11
20521	21813	inaudible	j	12160	0.01	0	0.09
20531	21673	HMO	n	12152	0.03	0	0.99
20541	21878	neurologic	j	12140	0.01	0	0.11
20551	21819	perk	v	12127	0.01	0	0.05
20561	21971	molar	n	12111	0.01	0	0.04
20571	21805	decompression	n	12086	0.01	0	0.11
20581	21509	paragon	n	12068	0.01	0	0.48
20591	21965	legged	j	12052	0.01	0	0.09
20601	21958	ex-husband	n	12039	0.01	0	0.01
20611	21933	homophobia	n	12024	0.01	0	0.03
20621	21875	irreplaceable	j	12014	0.01	0	0.04
20631	22057	pimp	n	12004	0.01	0	0.11
20641	66364	known	n	11995	0.01	0	0.02
20651	21942	anesthesiologist	n	11982	0.01	0	0.11
20661	22783	ambient	n	11972	0.01	0	0.02
20671	22106	realign	v	11963	0.01	0	0.03
20681	22067	mesa	n	11954	0.01	0	0.49
20691	21885	disinterested	j	11944	0.01	0	0.02
20701	22025	repatriation	n	11930	0.01	0	0.19
20711	21997	paradoxically	r	11918	0.01	0	0.36
20721	21787	assuredly	r	11907	0.01	0	0.11
20731	22022	extol	v	11876	0.01	0	0.01
20741	22157	flavonoid	n	11863	0.01	0	0.06
20751	22085	immorality	n	11853	0.01	0	0.01
20761	22236	first-generation	j	11839	0.01	0	0.07
20771	22001	sycamore	n	11820	0.01	0	0.66
20781	22078	soundly	r	11805	0.01	0	0.02
20791	22169	ill-fated	j	11799	0.01	0	0.01
20801	22125	chalice	n	11785	0.01	0	0.38
20811	22017	repressive	j	11774	0.01	0	0.02
20821	22217	lesser-known	j	11763	0.01	0	0.03
20831	22309	leptin	n	11749	0	0	0.1
20841	22142	immaterial	j	11738	0.01	0	0.03
20851	22195	edifice	n	11725	0.01	0	0
20861	22241	nonsurgical	j	11712	0.01	0	0.13
20871	22639	horned	j	11698	0.01	0	0.5
20881	22170	conservator	n	11684	0.01	0	0.11
20891	22719	brunch	v	11674	0.01	0	0.23
20901	22293	bemoan	v	11659	0.01	0	0.01
20911	22330	flak	n	11636	0.01	0	0.25
20921	22250	foodstuff	n	11621	0.01	0	0.07
20931	22205	dipping	n	11607	0.01	0	0.11
20941	22351	grouse	n	11599	0.01	0	0.33
20951	22358	leasehold	n	11590	0.01	0	0.25
20961	23098	passive	n	11572	0	0	0.13
20971	23046	taunt	n	11561	0.01	0	0.05
20981	19507	personalise	v	11551	0.04	0	0
20991	22369	six-year-old	n	11539	0.01	0	0.06
21001	22415	constrict	v	11531	0.01	0	0.01
21011	22387	all-wheel	j	11521	0.01	0	0.07
21021	22921	telemedicine	n	11509	0	0	0
21031	22405	mandated	j	11498	0.01	0	0.07
21041	22390	overcrowd	v	11484	0.01	0	0.03
21051	23270	requester	n	11471	0	0	0.03
21061	22419	kraken	n	11461	0.01	0	0.85
21071	22477	dictation	n	11439	0.01	0	0.18
21081	22219	pernicious	j	11431	0.01	0	0.06
21091	22094	generality	n	11416	0.01	0	0.04
21101	22558	neoclassical	j	11397	0.01	0	0.25
21111	22572	critique	v	11385	0.01	0	0.02
21121	22487	prefab	n	11377	0.02	0	0.2
21131	23515	plat	n	11368	0.01	0	0.06
21141	22548	Austrian	n	11351	0.01	0	0.99
21151	22547	mercurial	j	11334	0.01	0	0.52
21161	22595	pox	n	11318	0.01	0	0.2
21171	22960	ingrown	j	11303	0	0	0.09
21181	22472	detest	v	11298	0.01	0	0.01
21191	22398	clarion	n	11279	0.01	0	0.78
21201	22233	phonetic	j	11264	0.01	0	0.28
21211	22357	multiplicity	n	11252	0.01	0	0.06
21221	22713	stardust	n	11241	0.01	0	0.86
21231	22625	coexistence	n	11235	0.01	0	0.08
21241	22673	triathlete	n	11227	0.03	0	0.03
21251	22775	ecologist	n	11213	0.01	0	0.14
21261	22679	relevancy	n	11199	0.01	0	0.05
21271	22620	averse	j	11177	0.01	0	0.01
21281	22863	likable	j	11168	0.01	0	0.01
21291	22793	mire	v	11147	0.01	0	0.02
21301	22808	ilk	n	11135	0.01	0	0.05
21311	22727	full-bodied	j	11125	0.01	0	0.06
21321	22749	phew	u	11103	0.06	0	0.77
21331	22758	smashed	j	11089	0.01	0	0.1
21341	23686	grantor	n	11080	0	0	0.09
21351	22831	Slavic	j	11065	0.01	0	0.95
21361	22976	benzene	n	11040	0.01	0	0.08
21371	22860	monday	n	11026	0.05	0	0.03
21381	22869	overjoyed	j	11009	0.01	0	0.03
21391	22691	Creole	j	11003	0.01	0	1
21401	22754	regrettably	r	10990	0.01	0	0.52
21411	22887	materialistic	j	10982	0.01	0	0.03
21421	22907	hard-line	j	10978	0.01	0	0.17
21431	22858	headstone	n	10969	0.01	0	0.07
21441	22747	chipping	n	10956	0.01	0	0.01
21451	22839	once-in-a-lifetime	j	10942	0.01	0	0.01
21461	22765	wiz	n	10928	0.01	0	0.72
21471	22900	heifer	n	10909	0	0	0.09
21481	22889	paraffin	n	10898	0.01	0	0.14
21491	23113	snob	n	10885	0.01	0	0
21501	22958	gloriously	r	10861	0.01	0	0.03
21511	23032	suspenders	n	10853	0.01	0	0.13
21521	22901	mutiny	n	10839	0.04	0	0.32
21531	23076	hole	v	10833	0.01	0	0.03
21541	23015	existent	j	10821	0.01	0	0
21551	22827	distrust	v	10809	0.01	0	0.04
21561	23142	budget-friendly	j	10803	0.01	0	0.05
21571	24147	replenishment	n	10785	0.01	0	0.02
21581	23077	oppressor	n	10772	0.01	0	0.01
21591	23102	freighter	n	10765	0.01	0	0.06
21601	23048	inevitability	n	10755	0.01	0	0.03
21611	22878	recalculate	v	10738	0.01	0	0.02
21621	22849	matinee	n	10727	0.01	0	0.21
21631	23644	resettle	v	10719	0.01	0	0.01
21641	23134	month-long	j	10708	0.01	0	0.01
21651	22656	divers	j	10694	0.01	0	0.15
21661	23163	permeable	j	10682	0.01	0	0.06
21671	22454	occasion	v	10675	0.01	0	0.01
21681	23195	contraindication	n	10661	0.01	0	0.13
21691	23164	unexplored	j	10646	0.01	0	0.02
21701	23227	minuscule	j	10635	0.07	0	0.02
21711	22696	litigate	v	10617	0.01	0	0.01
21721	23829	cosmetology	n	10604	0	0	0.26
21731	23509	ovulate	v	10596	0	0	0.01
21741	23250	gulp	n	10580	0.01	0	0.36
21751	23420	dredge	v	10564	0.01	0	0.12
21761	23117	retell	v	10554	0.01	0	0.04
21771	22981	sully	v	10536	0.01	0	0.65
21781	26914	teleport	n	10527	0.02	0	0.2
21791	23366	lawnmower	n	10515	0.01	0	0.09
21801	23379	journeyman	n	10500	0.01	0	0.32
21811	23088	feared	j	10494	0.01	0	0.01
21821	23340	westerly	j	10483	0.03	0	0.21
21831	23383	bitumen	n	10468	0.01	0	0.08
21841	22289	critter	n	10456	0.01	0	0.1
21851	23284	milking	n	10447	0.01	0	0.09
21861	23162	Fedex	v	10436	0.03	0	0.97
21871	23248	feign	v	10429	0.01	0	0.06
21881	24122	prophylaxis	n	10416	0.01	0	0.02
21891	48597	renderer	n	10406	0.01	0	0.03
21901	24379	freshener	n	10399	0.01	0	0.02
21911	26326	summoner	n	10388	0.01	0	0.14
21921	22704	rogue	j	10376	0.01	0	0.56
21931	23498	comparator	n	10369	0.01	0	0.12
21941	24047	perceptive	j	10350	0.01	0	0.04
21951	23523	misogyny	n	10343	0.01	0	0.04
21961	23792	snowshoe	n	10334	0.01	0	0.06
21971	23409	ding	n	10316	0.01	0	0.02
21981	23850	barium	n	10311	0.01	0	0.13
21991	23309	nibble	n	10300	0.01	0	0.13
22001	23418	chronologically	r	10290	0.01	0	0.05
22011	23544	value-based	j	10287	0.01	0	0.14
22021	23656	tonnage	n	10277	0.01	0	0
22031	23552	lengthwise	r	10271	0.01	0	0.01
22041	23587	infuriate	v	10255	0.01	0	0.02
22051	23392	interracial	j	10246	0.01	0	0.09
22061	23453	unsalted	j	10234	0.01	0	0.07
22071	23536	southward	r	10222	0.04	0	0.06
22081	23638	abandon	n	10211	0.01	0	0.08
22091	23526	omelette	n	10199	0.01	0	0.15
22101	23661	organist	n	10189	0.01	0	0.15
22111	23193	lotto	n	10171	0.01	0	0.47
22121	23557	reinvention	n	10161	0.01	0	0.1
22131	23800	haggle	v	10145	0.05	0	0.04
22141	23657	private-sector	j	10137	0.01	0	0.04
22151	23637	barbershop	n	10125	0.01	0	0.21
22161	23492	environs	n	10108	0.01	0	0.09
22171	23662	playfully	r	10096	0.01	0	0.03
22181	23724	six-week	j	10086	0.01	0	0.02
22191	23674	imprisoned	j	10076	0.01	0	0.06
22201	23763	orthotic	n	10065	0.02	0	0.05
22211	24695	itemized	j	10059	0.01	0	0
22221	23798	buoy	v	10047	0.01	0	0.16
22231	23780	dammit	u	10030	0.04	0	0.42
22241	23749	demystify	v	10013	0.01	0	0.1
22251	23864	war-torn	j	10005	0.01	0	0.02
22261	24081	full-day	j	9995	0.01	0	0.1
22271	23130	pullover	n	9980	0.01	0	0.27
22281	24088	pointe	n	9973	0	0	0.48
22291	23659	not-for-profit	n	9966	0.05	0	0.07
22301	23904	performance-based	j	9955	0.01	0	0.12
22311	24069	amperage	n	9948	0.01	0	0
22321	23943	fittingly	r	9940	0.01	0	0.31
22331	23974	preface	v	9932	0.01	0	0.04
22341	24849	accumulator	n	9925	0	0	0.04
22351	23970	earthworm	n	9911	0.01	0	0.13
22361	23599	Bolshevik	n	9893	0	0	0.98
22371	23706	lustrous	j	9881	0.01	0	0.06
22381	24015	absenteeism	n	9874	0.01	0	0.07
22391	24631	prolapse	n	9865	0.02	0	0.02
22401	23560	Pentecostal	j	9859	0.01	0	0.95
22411	25424	crud	n	9849	0.01	0	0.1
22421	23997	untouchable	j	9835	0.05	0	0.11
22431	24005	have	n	9829	0.01	0	0.09
22441	24090	romantically	r	9819	0.01	0	0.04
22451	23989	distinctively	r	9808	0.01	0	0.03
22461	25231	regrowth	n	9800	0.01	0	0.02
22471	24039	filly	n	9787	0	0	0.16
22481	24159	dissociation	n	9777	0.01	0	0.12
22491	23918	immeasurable	j	9767	0.01	0	0.01
22501	24157	measly	r	9757	0.01	0	0
22511	23892	godlike	j	9749	0.01	0	0.24
22521	24249	rifle	v	9735	0.01	0	0.06
22531	23902	revolt	v	9727	0.01	0	0.03
22541	24115	solvency	n	9710	0.01	0	0.24
22551	24699	re-release	v	9699	0.04	0	0.01
22561	24164	distill	v	9691	0.01	0	0.02
22571	24247	gargantuan	j	9682	0.01	0	0.08
22581	24372	lunchbox	n	9668	0.01	0	0.15
22591	24317	depravity	n	9661	0.01	0	0.02
22601	24169	cutaway	n	9648	0.01	0	0.09
22611	24085	apothecary	n	9638	0.01	0	0.43
22621	24398	siphon	n	9630	0.01	0	0.17
22631	24197	internment	n	9623	0.01	0	0.14
22641	24590	shepherd	v	9614	0.01	0	0.09
22651	23986	antagonism	n	9606	0.01	0	0.03
22661	24114	meritorious	j	9590	0.01	0	0.31
22671	24294	big-time	j	9578	0.05	0	0.04
22681	24482	lioness	n	9565	0	0	0.24
22691	24172	fatherhood	n	9559	0.01	0	0.25
22701	24298	rump	n	9547	0.01	0	0.16
22711	24342	upshot	n	9537	0.01	0	0.09
22721	24261	self-image	n	9527	0.01	0	0.02
22731	24292	softwood	n	9510	0.01	0	0.15
22741	24366	darkroom	n	9505	0.01	0	0.14
22751	24421	all-encompassing	j	9498	0.01	0	0.01
22761	24344	malnourished	j	9488	0.01	0	0.03
22771	24385	feline	n	9472	0.01	0	0.11
22781	24500	tapping	n	9466	0.01	0	0.13
22791	24349	divinely	r	9455	0.01	0	0.05
22801	24558	wheelie	n	9444	0.01	0	0.14
22811	24444	God-given	j	9437	0.01	0	0.95
22821	36871	necessary	n	9425	0	0	0.02
22831	24363	tahini	n	9415	0.01	0	0.19
22841	24485	Mongolian	j	9402	0.01	0	0.98
22851	24525	glisten	v	9389	0.01	0	0.02
22861	24353	glitter	v	9382	0.01	0	0.13
22871	24322	lawlessness	n	9371	0.01	0	0.02
22881	23823	seeking	n	9359	0.01	0	0.1
22891	24835	disbelieve	v	9343	0	0	0.01
22901	25925	outsourcing	j	9323	0.01	0	0.01
22911	24466	cowardice	n	9310	0.01	0	0.05
22921	24529	favourably	r	9303	0.01	0	0
22931	24584	parallax	n	9292	0.01	0	0
22941	23881	orator	n	9285	0.01	0	0.11
22951	24138	esteem	v	9277	0.01	0	0
22961	26575	codebase	n	9262	0.02	0	0.01
22971	24760	cityscape	n	9253	0.01	0	0.04
22981	24763	televise	v	9240	0.01	0	0.02
22991	24610	unequivocal	j	9234	0.01	0	0.01
23001	25038	scabbard	n	9224	0	0	0
23011	24758	multimodal	j	9212	0.01	0	0.14
23021	24652	programme	n	9206	0.04	0	0.01
23031	24522	afflicted	j	9198	0.01	0	0.06
23041	25874	crematorium	n	9193	0	0	0.06
23051	24650	carelessly	r	9182	0.01	0	0.02
23061	24678	democratically	r	9174	0.01	0	0.03
23071	24737	patently	r	9168	0.01	0	0.06
23081	24754	minty	j	9154	0.01	0	0.21
23091	24663	fag	n	9143	0.01	0	0.14
23101	26603	metered	j	9131	0.01	0	0.09
23111	25151	shaggy	j	9124	0.01	0	0.16
23121	25126	domed	j	9115	0.01	0	0.04
23131	24860	humanist	n	9108	0.01	0	0.29
23141	24724	implemented	j	9102	0.01	0	0.1
23151	24882	sniff	n	9090	0.01	0	0.1
23161	24837	one-fifth	m	9084	0.05	0	0.05
23171	24811	mace	n	9079	0.01	0	0.03
23181	25076	goof	v	9073	0.01	0	0.06
23191	24716	splatter	n	9055	0.01	0	0.12
23201	24235	yelp	v	9052	0.01	0	0.61
23211	30270	indenture	n	9042	0	0	0.28
23221	24836	fucker	n	9034	0.01	0	0.07
23231	25135	vomiting	n	9022	0.01	0	0
23241	24929	shuttered	j	9013	0.01	0	0.02
23251	27530	radiography	n	9003	0	0	0.06
23261	26646	locking	n	8989	0.01	0	0.07
23271	25283	redneck	n	8981	0.01	0	0.14
23281	25035	commoner	n	8973	0.01	0	0.13
23291	27820	biotin	n	8962	0	0	0
23301	24834	successively	r	8958	0.01	0	0.02
23311	25012	backwater	n	8950	0.01	0	0.1
23321	24839	sponsoring	j	8944	0.01	0	0.05
23331	24814	consummation	n	8935	0.01	0	0.05
23341	24502	cruelly	r	8928	0.01	0	0.02
23351	25178	out-of-town	j	8921	0.01	0	0.06
23361	25168	zigzag	n	8911	0.01	0	0.07
23371	24973	bimonthly	r	8898	0.01	0	0.07
23381	24992	interacting	j	8884	0.01	0	0.04
23391	25173	reclassify	v	8874	0.01	0	0.01
23401	25319	hopeful	n	8863	0.01	0	0
23411	24850	leper	n	8853	0.01	0	0.08
23421	25234	snare	v	8844	0.01	0	0.05
23431	24591	bellow	v	8836	0.01	0	0.04
23441	25270	three-bedroom	j	8826	0.01	0	0.03
23451	25049	mine	a	8815	0.05	0	0.1
23461	25124	strongman	n	8807	0.01	0	0.2
23471	25318	cypress	n	8799	0.01	0	0
23481	25163	egalitarian	j	8792	0.01	0	0.03
23491	25119	rigidly	r	8785	0.01	0	0.01
23501	25096	foodborne	j	8775	0.01	0	0.07
23511	25219	booby	n	8764	0.01	0	0.21
23521	25260	receipt	i	8755	0.03	0	0
23531	25341	cetera	r	8740	0.04	0	0.02
23541	25452	eardrum	n	8723	0.01	0	0
23551	25261	prefabricated	j	8711	0.01	0	0.11
23561	25746	mentee	n	8702	0	0	0.05
23571	25438	byway	n	8691	0	0	0.47
23581	25285	airspeed	n	8684	0	0	0
23591	25310	hard-wired	j	8677	0.01	0	0.09
23601	25437	baboon	n	8666	0.01	0	0.19
23611	25471	nobody	n	8658	0.05	0	0.2
23621	26875	denture	n	8654	0	0	0.03
23631	26976	testing	j	8638	0.01	0	0.05
23641	25490	halibut	n	8627	0.01	0	0.27
23651	25534	windowed	j	8619	0.01	0	0.14
23661	25487	northernmost	j	8615	0.01	0	0.03
23671	25408	motherfucker	n	8606	0.01	0	0.09
23681	25482	thatched	j	8596	0.01	0	0.07
23691	25354	seamstress	n	8588	0.01	0	0.05
23701	25317	lass	n	8581	0.01	0	0.26
23711	25603	drug-related	j	8574	0.01	0	0.04
23721	25587	self-reported	j	8568	0.01	0	0.08
23731	25518	horse-drawn	j	8561	0.01	0	0.06
23741	25521	snip	n	8556	0.01	0	0.17
23751	25254	unprofitable	j	8549	0.01	0	0.02
23761	25488	indescribable	j	8539	0.01	0	0.03
23771	25293	crisscross	v	8531	0.01	0	0.03
23781	25625	underutilized	j	8523	0.01	0	0.04
23791	25429	laity	n	8514	0.01	0	0.11
23801	26425	shackle	v	8504	0.01	0	0.06
23811	25530	uncluttered	j	8495	0.01	0	0.02
23821	25539	self-government	n	8485	0.01	0	0.09
23831	26140	submitter	n	8476	0.02	0	0.05
23841	25641	adversarial	j	8461	0.01	0	0.04
23851	25649	quantification	n	8455	0.01	0	0.13
23861	25704	lowercase	n	8444	0.01	0	0.07
23871	25673	lavishly	r	8437	0.01	0	0.06
